,label,vector
268,/content/drive/My Drive/faces94/male/ajones/ajones.20.jpg,[ 44 105  69 ...  88  56  55]
269,/content/drive/My Drive/faces94/male/ajones/ajones.3.jpg,[ 45 107  67 ...  90  50  51]
270,/content/drive/My Drive/faces94/male/ajones/ajones.4.jpg,[ 43 105  69 ...  89  51  51]
271,/content/drive/My Drive/faces94/male/ajones/ajones.19.jpg,[ 41 105  69 ...  91  54  54]
272,/content/drive/My Drive/faces94/male/ajones/ajones.2.jpg,[ 45 107  67 ...  95  53  51]
273,/content/drive/My Drive/faces94/male/ajones/ajones.17.jpg,[ 43 107  72 ...  90  53  53]
274,/content/drive/My Drive/faces94/male/ajones/ajones.18.jpg,[ 44 106  70 ...  96  55  53]
275,/content/drive/My Drive/faces94/male/ajones/ajones.6.jpg,[ 44 104  68 ...  93  51  49]
276,/content/drive/My Drive/faces94/male/ajones/ajones.7.jpg,[ 42 105  65 ...  95  52  49]
277,/content/drive/My Drive/faces94/male/ajones/ajones.5.jpg,[ 44 105  69 ...  90  51  49]
278,/content/drive/My Drive/faces94/male/ajones/ajones.8.jpg,[ 44 105  69 ...  94  52  50]
279,/content/drive/My Drive/faces94/male/ajones/ajones.9.jpg,[ 41 103  67 ...  92  52  50]
280,/content/drive/My Drive/faces94/male/admars/admars.1.jpg,[ 37  82  55 ... 135 113 118]
281,/content/drive/My Drive/faces94/male/admars/admars.14.jpg,[ 37  82  55 ... 128  99 104]
282,/content/drive/My Drive/faces94/male/admars/admars.15.jpg,[ 38  80  53 ... 145 108 112]
283,/content/drive/My Drive/faces94/male/admars/admars.16.jpg,[ 36  81  54 ... 137 107 112]
284,/content/drive/My Drive/faces94/male/admars/admars.17.jpg,[ 42  83  56 ... 136 105 108]
285,/content/drive/My Drive/faces94/male/admars/admars.11.jpg,[ 38  83  57 ... 133 109 111]
286,/content/drive/My Drive/faces94/male/admars/admars.10.jpg,[ 38  81  54 ... 132 104 109]
287,/content/drive/My Drive/faces94/male/admars/admars.13.jpg,[ 36  82  52 ... 128 100 108]
288,/content/drive/My Drive/faces94/male/admars/admars.12.jpg,[ 39  81  54 ... 126 102 110]
289,/content/drive/My Drive/faces94/male/admars/admars.18.jpg,[ 37  80  53 ... 131 100 106]
290,/content/drive/My Drive/faces94/male/admars/admars.19.jpg,[ 37  79  54 ... 138 112 114]
291,/content/drive/My Drive/faces94/male/admars/admars.2.jpg,[ 38  81  54 ... 142 116 126]
292,/content/drive/My Drive/faces94/male/admars/admars.20.jpg,[ 38  81  54 ... 144 112 117]
293,/content/drive/My Drive/faces94/male/admars/admars.3.jpg,[ 36  81  54 ... 158 131 140]
294,/content/drive/My Drive/faces94/male/admars/admars.8.jpg,[ 37  80  53 ... 151 119 130]
295,/content/drive/My Drive/faces94/male/admars/admars.5.jpg,[ 36  81  54 ... 160 133 143]
296,/content/drive/My Drive/faces94/male/admars/admars.7.jpg,[ 35  83  55 ... 151 133 140]
297,/content/drive/My Drive/faces94/male/admars/admars.4.jpg,[ 37  82  55 ... 160 135 145]
298,/content/drive/My Drive/faces94/male/admars/admars.6.jpg,[ 34  83  55 ... 153 131 137]
299,/content/drive/My Drive/faces94/male/admars/admars.9.jpg,[ 36  81  54 ... 136 113 118]
300,/content/drive/My Drive/faces94/male/ahodki/ahodki.1.jpg,[ 32  74  44 ... 223 189 192]
301,/content/drive/My Drive/faces94/male/ahodki/ahodki.10.jpg,[ 34  73  47 ... 227 195 189]
302,/content/drive/My Drive/faces94/male/ahodki/ahodki.11.jpg,[ 32  73  46 ... 222 197 187]
303,/content/drive/My Drive/faces94/male/ahodki/ahodki.12.jpg,[ 34  73  48 ... 227 194 189]
304,/content/drive/My Drive/faces94/male/ahodki/ahodki.13.jpg,[ 34  73  47 ... 212 203 193]
305,/content/drive/My Drive/faces94/male/ahodki/ahodki.14.jpg,[ 32  72  47 ... 215 198 190]
306,/content/drive/My Drive/faces94/male/ahodki/ahodki.19.jpg,[ 33  72  47 ... 163 167 157]
307,/content/drive/My Drive/faces94/male/ahodki/ahodki.20.jpg,[ 34  72  47 ... 183 193 171]
308,/content/drive/My Drive/faces94/male/ahodki/ahodki.16.jpg,[ 31  74  47 ... 201 198 183]
309,/content/drive/My Drive/faces94/male/ahodki/ahodki.17.jpg,[ 32  72  47 ... 161 174 153]
310,/content/drive/My Drive/faces94/male/ahodki/ahodki.15.jpg,[ 34  75  48 ... 216 194 182]
311,/content/drive/My Drive/faces94/male/ahodki/ahodki.18.jpg,[ 33  72  46 ... 175 180 164]
312,/content/drive/My Drive/faces94/male/ahodki/ahodki.3.jpg,[ 34  73  47 ... 223 190 194]
313,/content/drive/My Drive/faces94/male/ahodki/ahodki.2.jpg,[ 33  72  47 ... 232 189 192]
314,/content/drive/My Drive/faces94/male/ahodki/ahodki.4.jpg,[ 32  73  46 ... 234 191 193]
315,/content/drive/My Drive/faces94/male/ahodki/ahodki.5.jpg,[ 30  73  46 ... 219 191 193]
316,/content/drive/My Drive/faces94/male/ahodki/ahodki.6.jpg,[ 34  72  47 ... 225 196 192]
317,/content/drive/My Drive/faces94/male/ahodki/ahodki.7.jpg,[ 31  73  48 ... 224 204 196]
318,/content/drive/My Drive/faces94/male/ahodki/ahodki.9.jpg,[ 35  74  47 ... 237 198 200]
319,/content/drive/My Drive/faces94/male/ahodki/ahodki.8.jpg,[ 34  73  47 ... 235 196 192]
320,/content/drive/My Drive/faces94/male/asheal/asheal.11.jpg,[ 47 110  68 ...  22  77  60]
321,/content/drive/My Drive/faces94/male/asheal/asheal.12.jpg,[ 53 109  66 ...  27  77  59]
322,/content/drive/My Drive/faces94/male/asheal/asheal.13.jpg,[ 53 111  70 ...  23  77  60]
323,/content/drive/My Drive/faces94/male/asheal/asheal.14.jpg,[ 47 110  68 ...  27  76  59]
324,/content/drive/My Drive/faces94/male/asheal/asheal.1.jpg,[ 55 111  68 ...  22  77  58]
325,/content/drive/My Drive/faces94/male/asheal/asheal.10.jpg,[ 47 110  68 ...  26  75  61]
326,/content/drive/My Drive/faces94/male/asheal/asheal.15.jpg,[ 54 110  67 ...  28  77  61]
327,/content/drive/My Drive/faces94/male/asheal/asheal.16.jpg,[ 55 114  70 ...  23  77  63]
328,/content/drive/My Drive/faces94/male/asheal/asheal.17.jpg,[ 56 112  69 ...  27  76  60]
329,/content/drive/My Drive/faces94/male/asheal/asheal.18.jpg,[ 48 112  70 ...  25  77  60]
330,/content/drive/My Drive/faces94/male/asheal/asheal.19.jpg,[ 53 111  70 ...  28  74  61]
331,/content/drive/My Drive/faces94/male/asheal/asheal.20.jpg,[ 47 109  69 ...  26  71  58]
332,/content/drive/My Drive/faces94/male/asheal/asheal.8.jpg,[ 47 110  68 ...  24  77  60]
333,/content/drive/My Drive/faces94/male/asheal/asheal.7.jpg,[ 53 110  66 ...  32  74  59]
334,/content/drive/My Drive/faces94/male/asheal/asheal.2.jpg,[ 47 112  67 ...  25  76  60]
335,/content/drive/My Drive/faces94/male/asheal/asheal.3.jpg,[ 48 111  69 ...  27  76  62]
336,/content/drive/My Drive/faces94/male/asheal/asheal.5.jpg,[ 48 110  66 ...  27  77  57]
337,/content/drive/My Drive/faces94/male/asheal/asheal.4.jpg,[ 49 112  70 ...  23  75  61]
338,/content/drive/My Drive/faces94/male/asheal/asheal.6.jpg,[ 49 113  68 ...  42  75  64]
339,/content/drive/My Drive/faces94/male/asheal/asheal.9.jpg,[ 47 110  68 ...  22  76  59]
340,/content/drive/My Drive/faces94/male/9414649/9414649.1.jpg,[ 79 192 125 ...  23  17  17]
341,/content/drive/My Drive/faces94/male/9414649/9414649.13.jpg,[ 82 192 124 ...  23  16  19]
342,/content/drive/My Drive/faces94/male/9414649/9414649.11.jpg,[ 76 190 127 ...  22  16  16]
343,/content/drive/My Drive/faces94/male/9414649/9414649.10.jpg,[ 88 188 130 ...  25  17  18]
344,/content/drive/My Drive/faces94/male/9414649/9414649.12.jpg,[ 82 187 127 ...  28  16  16]
345,/content/drive/My Drive/faces94/male/9414649/9414649.15.jpg,[ 83 189 130 ...  25  17  17]
346,/content/drive/My Drive/faces94/male/9414649/9414649.14.jpg,[ 80 191 122 ...  25  16  18]
347,/content/drive/My Drive/faces94/male/9414649/9414649.17.jpg,[ 82 188 131 ...  27  14  16]
348,/content/drive/My Drive/faces94/male/9414649/9414649.18.jpg,[ 77 191 128 ...  24  16  16]
349,/content/drive/My Drive/faces94/male/9414649/9414649.16.jpg,[ 77 189 125 ...  26  18  18]
350,/content/drive/My Drive/faces94/male/9414649/9414649.19.jpg,[ 81 192 130 ...  25  17  18]
351,/content/drive/My Drive/faces94/male/9414649/9414649.2.jpg,[ 80 187 127 ...  21  16  17]
352,/content/drive/My Drive/faces94/male/9414649/9414649.20.jpg,[ 81 190 128 ...  27  16  18]
353,/content/drive/My Drive/faces94/male/9414649/9414649.7.jpg,[ 76 190 127 ...  29  16  18]
354,/content/drive/My Drive/faces94/male/9414649/9414649.8.jpg,[ 78 191 125 ...  24  15  18]
355,/content/drive/My Drive/faces94/male/9414649/9414649.4.jpg,[ 79 188 126 ...  27  16  18]
356,/content/drive/My Drive/faces94/male/9414649/9414649.6.jpg,[ 81 189 126 ...  23  16  17]
357,/content/drive/My Drive/faces94/male/9414649/9414649.5.jpg,[ 85 189 125 ...  28  15  17]
358,/content/drive/My Drive/faces94/male/9414649/9414649.3.jpg,[ 83 187 130 ...  25  17  18]
359,/content/drive/My Drive/faces94/male/9414649/9414649.9.jpg,[ 82 189 123 ...  27  16  18]
360,/content/drive/My Drive/faces94/male/9416994/9416994.1.jpg,[ 40 101  63 ...  31  74  53]
361,/content/drive/My Drive/faces94/male/9416994/9416994.10.jpg,[ 41 102  64 ...  29  74  56]
362,/content/drive/My Drive/faces94/male/9416994/9416994.11.jpg,[41 95 65 ... 29 70 55]
363,/content/drive/My Drive/faces94/male/9416994/9416994.13.jpg,[40 98 63 ... 30 73 53]
364,/content/drive/My Drive/faces94/male/9416994/9416994.12.jpg,[42 97 64 ... 28 72 50]
365,/content/drive/My Drive/faces94/male/9416994/9416994.14.jpg,[43 98 65 ... 28 72 54]
366,/content/drive/My Drive/faces94/male/9416994/9416994.20.jpg,[43 99 64 ... 30 75 56]
367,/content/drive/My Drive/faces94/male/9416994/9416994.16.jpg,[ 40 100  66 ...  28  74  55]
368,/content/drive/My Drive/faces94/male/9416994/9416994.3.jpg,[ 45 101  66 ...  29  75  53]
369,/content/drive/My Drive/faces94/male/9416994/9416994.4.jpg,[44 99 66 ... 28 73 57]
370,/content/drive/My Drive/faces94/male/9416994/9416994.15.jpg,[43 98 65 ... 29 74 55]
371,/content/drive/My Drive/faces94/male/9416994/9416994.19.jpg,[ 38 102  66 ...  29  78  56]
372,/content/drive/My Drive/faces94/male/9416994/9416994.2.jpg,[ 39 101  65 ...  27  73  54]
373,/content/drive/My Drive/faces94/male/9416994/9416994.17.jpg,[ 41 102  66 ...  29  76  57]
374,/content/drive/My Drive/faces94/male/9416994/9416994.18.jpg,[ 45 100  65 ...  29  75  56]
375,/content/drive/My Drive/faces94/male/9416994/9416994.5.jpg,[ 45 100  67 ...  25  73  55]
376,/content/drive/My Drive/faces94/male/9416994/9416994.6.jpg,[ 41 102  66 ...  27  71  54]
377,/content/drive/My Drive/faces94/male/9416994/9416994.7.jpg,[ 44 100  65 ...  28  73  57]
378,/content/drive/My Drive/faces94/male/9416994/9416994.8.jpg,[45 98 65 ... 28 73 54]
379,/content/drive/My Drive/faces94/male/9416994/9416994.9.jpg,[ 40 100  66 ...  28  74  54]
380,/content/drive/My Drive/faces94/male/ajflem/ajflem.1.jpg,[100 218 145 ...  52  65  45]
381,/content/drive/My Drive/faces94/male/ajflem/ajflem.14.jpg,[ 97 222 143 ...  43  96  77]
382,/content/drive/My Drive/faces94/male/ajflem/ajflem.15.jpg,[104 221 144 ...  52 107  80]
383,/content/drive/My Drive/faces94/male/ajflem/ajflem.16.jpg,[107 223 138 ...  51 120  95]
384,/content/drive/My Drive/faces94/male/ajflem/ajflem.13.jpg,[ 99 221 137 ...  39  88  70]
385,/content/drive/My Drive/faces94/male/ajflem/ajflem.11.jpg,[ 94 222 141 ...  35  80  57]
386,/content/drive/My Drive/faces94/male/ajflem/ajflem.12.jpg,[100 222 142 ...  37  72  50]
387,/content/drive/My Drive/faces94/male/ajflem/ajflem.10.jpg,[104 221 138 ...  44  66  52]
388,/content/drive/My Drive/faces94/male/ajflem/ajflem.17.jpg,[106 220 145 ...  49 123  98]
389,/content/drive/My Drive/faces94/male/ajflem/ajflem.2.jpg,[102 222 134 ...  45 108  85]
390,/content/drive/My Drive/faces94/male/ajflem/ajflem.18.jpg,[ 94 228 142 ...  51 126  99]
391,/content/drive/My Drive/faces94/male/ajflem/ajflem.20.jpg,[102 226 143 ...  47 126  96]
392,/content/drive/My Drive/faces94/male/ajflem/ajflem.3.jpg,[100 221 140 ...  49 112  86]
393,/content/drive/My Drive/faces94/male/ajflem/ajflem.19.jpg,[104 222 143 ...  51 124 101]
394,/content/drive/My Drive/faces94/male/ajflem/ajflem.4.jpg,[100 223 137 ...  45 111  84]
395,/content/drive/My Drive/faces94/male/ajflem/ajflem.9.jpg,[101 223 142 ...  43  93  72]
396,/content/drive/My Drive/faces94/male/ajflem/ajflem.7.jpg,[102 222 137 ...  58 120  99]
397,/content/drive/My Drive/faces94/male/ajflem/ajflem.8.jpg,[107 225 143 ...  42  95  70]
398,/content/drive/My Drive/faces94/male/ajflem/ajflem.5.jpg,[ 96 217 142 ...  51 118  94]
399,/content/drive/My Drive/faces94/male/ajflem/ajflem.6.jpg,[103 221 138 ...  52 120  98]
400,/content/drive/My Drive/faces94/male/bplyce/bplyce.1.jpg,[38 88 58 ... 35 86 66]
401,/content/drive/My Drive/faces94/male/bplyce/bplyce.11.jpg,[41 87 58 ... 32 83 65]
402,/content/drive/My Drive/faces94/male/bplyce/bplyce.13.jpg,[39 89 57 ... 32 83 66]
403,/content/drive/My Drive/faces94/male/bplyce/bplyce.10.jpg,[39 89 59 ... 32 84 67]
404,/content/drive/My Drive/faces94/male/bplyce/bplyce.14.jpg,[38 86 57 ... 34 83 67]
405,/content/drive/My Drive/faces94/male/bplyce/bplyce.12.jpg,[39 88 56 ... 31 83 66]
406,/content/drive/My Drive/faces94/male/bplyce/bplyce.19.jpg,[40 89 57 ... 33 82 66]
407,/content/drive/My Drive/faces94/male/bplyce/bplyce.16.jpg,[39 87 58 ... 35 81 68]
408,/content/drive/My Drive/faces94/male/bplyce/bplyce.15.jpg,[39 87 58 ... 34 83 68]
409,/content/drive/My Drive/faces94/male/bplyce/bplyce.17.jpg,[39 87 58 ... 34 84 66]
410,/content/drive/My Drive/faces94/male/bplyce/bplyce.18.jpg,[41 87 58 ... 30 85 66]
411,/content/drive/My Drive/faces94/male/bplyce/bplyce.20.jpg,[40 88 59 ... 34 83 69]
412,/content/drive/My Drive/faces94/male/bplyce/bplyce.2.jpg,[37 87 55 ... 30 83 69]
413,/content/drive/My Drive/faces94/male/bplyce/bplyce.5.jpg,[41 87 55 ... 34 83 67]
414,/content/drive/My Drive/faces94/male/bplyce/bplyce.3.jpg,[39 87 58 ... 31 83 66]
415,/content/drive/My Drive/faces94/male/bplyce/bplyce.6.jpg,[40 89 57 ... 32 84 67]
416,/content/drive/My Drive/faces94/male/bplyce/bplyce.7.jpg,[41 87 58 ... 33 83 65]
417,/content/drive/My Drive/faces94/male/bplyce/bplyce.4.jpg,[40 88 59 ... 35 86 66]
418,/content/drive/My Drive/faces94/male/bplyce/bplyce.8.jpg,[39 87 58 ... 31 87 66]
419,/content/drive/My Drive/faces94/male/bplyce/bplyce.9.jpg,[38 86 57 ... 34 83 69]
420,/content/drive/My Drive/faces94/male/ccjame/ccjame.1.jpg,[ 79 198 127 ...  39 127  97]
421,/content/drive/My Drive/faces94/male/ccjame/ccjame.10.jpg,[ 81 192 130 ...  35 118  95]
422,/content/drive/My Drive/faces94/male/ccjame/ccjame.12.jpg,[ 81 191 125 ...  33 117  88]
423,/content/drive/My Drive/faces94/male/ccjame/ccjame.11.jpg,[ 85 195 124 ...  36 117  92]
424,/content/drive/My Drive/faces94/male/ccjame/ccjame.13.jpg,[ 82 193 125 ...  34 116  91]
425,/content/drive/My Drive/faces94/male/ccjame/ccjame.18.jpg,[ 79 190 122 ...  34 117  89]
426,/content/drive/My Drive/faces94/male/ccjame/ccjame.2.jpg,[ 88 192 127 ...  36 123  97]
427,/content/drive/My Drive/faces94/male/ccjame/ccjame.19.jpg,[ 73 179 120 ... 150 168 220]
428,/content/drive/My Drive/faces94/male/ccjame/ccjame.20.jpg,[ 77 176 112 ...  33 113  88]
429,/content/drive/My Drive/faces94/male/ccjame/ccjame.3.jpg,[ 81 194 127 ...  37 125  94]
430,/content/drive/My Drive/faces94/male/ccjame/ccjame.17.jpg,[ 83 190 124 ...  36 118  90]
431,/content/drive/My Drive/faces94/male/ccjame/ccjame.16.jpg,[ 85 190 123 ...  34 119  91]
432,/content/drive/My Drive/faces94/male/ccjame/ccjame.15.jpg,[ 83 190 128 ...  38 116  92]
433,/content/drive/My Drive/faces94/male/ccjame/ccjame.14.jpg,[ 81 189 123 ...  34 117  88]
434,/content/drive/My Drive/faces94/male/ccjame/ccjame.4.jpg,[ 82 193 125 ...  37 120  95]
435,/content/drive/My Drive/faces94/male/ccjame/ccjame.5.jpg,[ 79 192 125 ...  37 119  97]
436,/content/drive/My Drive/faces94/male/ccjame/ccjame.7.jpg,[ 87 193 128 ...  36 120  95]
437,/content/drive/My Drive/faces94/male/ccjame/ccjame.8.jpg,[ 83 198 126 ...  35 120  93]
438,/content/drive/My Drive/faces94/male/ccjame/ccjame.9.jpg,[ 82 192 126 ...  39 120  94]
439,/content/drive/My Drive/faces94/male/ccjame/ccjame.6.jpg,[ 83 193 128 ...  38 121  97]
440,/content/drive/My Drive/faces94/male/csanch/csanch.1.jpg,[ 41 102  68 ...  61  74  78]
441,/content/drive/My Drive/faces94/male/csanch/csanch.10.jpg,[ 40 100  66 ...  52  63  70]
442,/content/drive/My Drive/faces94/male/csanch/csanch.12.jpg,[41 95 65 ... 47 59 61]
443,/content/drive/My Drive/faces94/male/csanch/csanch.13.jpg,[43 99 64 ... 56 67 71]
444,/content/drive/My Drive/faces94/male/csanch/csanch.11.jpg,[42 96 66 ... 48 59 64]
445,/content/drive/My Drive/faces94/male/csanch/csanch.15.jpg,[ 42 103  69 ...  61  71  77]
446,/content/drive/My Drive/faces94/male/csanch/csanch.2.jpg,[ 47 104  71 ...  69  76  85]
447,/content/drive/My Drive/faces94/male/csanch/csanch.14.jpg,[ 46 100  70 ...  52  64  70]
448,/content/drive/My Drive/faces94/male/csanch/csanch.20.jpg,[ 44 108  73 ...  65  75  82]
449,/content/drive/My Drive/faces94/male/csanch/csanch.16.jpg,[ 42 101  70 ...  62  73  77]
450,/content/drive/My Drive/faces94/male/csanch/csanch.18.jpg,[42 96 66 ... 60 71 74]
451,/content/drive/My Drive/faces94/male/csanch/csanch.17.jpg,[42 96 66 ... 60 70 77]
452,/content/drive/My Drive/faces94/male/csanch/csanch.19.jpg,[40 99 68 ... 59 72 75]
453,/content/drive/My Drive/faces94/male/csanch/csanch.3.jpg,[ 45 105  71 ...  65  74  84]
454,/content/drive/My Drive/faces94/male/csanch/csanch.4.jpg,[ 42 102  68 ...  60  71  73]
455,/content/drive/My Drive/faces94/male/csanch/csanch.6.jpg,[ 45 109  74 ...  59  74  76]
456,/content/drive/My Drive/faces94/male/csanch/csanch.7.jpg,[ 46 110  74 ...  60  74  81]
457,/content/drive/My Drive/faces94/male/csanch/csanch.8.jpg,[ 46 107  73 ...  60  73  81]
458,/content/drive/My Drive/faces94/male/csanch/csanch.5.jpg,[ 43 104  70 ...  59  71  79]
459,/content/drive/My Drive/faces94/male/csanch/csanch.9.jpg,[ 45 106  72 ...  57  72  78]
460,/content/drive/My Drive/faces94/male/cferdo/cferdo.1.jpg,[ 47 102  63 ...  22  66  51]
461,/content/drive/My Drive/faces94/male/cferdo/cferdo.14.jpg,[ 48 101  62 ...  23  66  51]
462,/content/drive/My Drive/faces94/male/cferdo/cferdo.13.jpg,[ 49 102  62 ...  23  67  50]
463,/content/drive/My Drive/faces94/male/cferdo/cferdo.11.jpg,[ 47 102  63 ...  26  65  49]
464,/content/drive/My Drive/faces94/male/cferdo/cferdo.12.jpg,[ 51 102  68 ...  24  70  51]
465,/content/drive/My Drive/faces94/male/cferdo/cferdo.10.jpg,[ 46 100  65 ...  21  66  50]
466,/content/drive/My Drive/faces94/male/cferdo/cferdo.15.jpg,[ 46 101  62 ...  23  68  50]
467,/content/drive/My Drive/faces94/male/cferdo/cferdo.16.jpg,[ 52 102  68 ...  23  68  51]
468,/content/drive/My Drive/faces94/male/cferdo/cferdo.18.jpg,[ 48 101  62 ...  24  70  51]
469,/content/drive/My Drive/faces94/male/cferdo/cferdo.19.jpg,[ 50 101  67 ...  25  70  51]
470,/content/drive/My Drive/faces94/male/cferdo/cferdo.17.jpg,[ 47 101  66 ...  23  68  52]
471,/content/drive/My Drive/faces94/male/cferdo/cferdo.2.jpg,[ 50 103  64 ...  24  67  52]
472,/content/drive/My Drive/faces94/male/cferdo/cferdo.7.jpg,[ 48 101  68 ...  22  65  50]
473,/content/drive/My Drive/faces94/male/cferdo/cferdo.6.jpg,[ 47 102  63 ...  25  68  50]
474,/content/drive/My Drive/faces94/male/cferdo/cferdo.8.jpg,[ 52 103  64 ...  25  65  52]
475,/content/drive/My Drive/faces94/male/cferdo/cferdo.9.jpg,[ 49 102  63 ...  22  65  50]
476,/content/drive/My Drive/faces94/male/cferdo/cferdo.20.jpg,[ 48 103  64 ...  25  70  51]
477,/content/drive/My Drive/faces94/male/cferdo/cferdo.3.jpg,[ 51 102  68 ...  23  67  52]
478,/content/drive/My Drive/faces94/male/cferdo/cferdo.5.jpg,[ 48 103  64 ...  23  67  52]
479,/content/drive/My Drive/faces94/male/cferdo/cferdo.4.jpg,[ 50 103  64 ...  23  66  51]
480,/content/drive/My Drive/faces94/male/cjcarr/cjcarr.13.jpg,[ 61 148  90 ...  23  28  23]
481,/content/drive/My Drive/faces94/male/cjcarr/cjcarr.14.jpg,[ 62 151  88 ...  30  31  30]
482,/content/drive/My Drive/faces94/male/cjcarr/cjcarr.12.jpg,[ 59 150  87 ...  16  25  22]
483,/content/drive/My Drive/faces94/male/cjcarr/cjcarr.1.jpg,[ 60 140  87 ...  28  73  50]
484,/content/drive/My Drive/faces94/male/cjcarr/cjcarr.10.jpg,[ 61 151  92 ...   7  21  14]
485,/content/drive/My Drive/faces94/male/cjcarr/cjcarr.11.jpg,[ 58 151  92 ...  12  21  16]
486,/content/drive/My Drive/faces94/male/cjcarr/cjcarr.15.jpg,[ 69 151  89 ...  21  29  26]
487,/content/drive/My Drive/faces94/male/cjcarr/cjcarr.16.jpg,[ 64 150  92 ...  21  29  28]
488,/content/drive/My Drive/faces94/male/cjcarr/cjcarr.17.jpg,[ 62 151  88 ...  25  29  27]
489,/content/drive/My Drive/faces94/male/cjcarr/cjcarr.19.jpg,[ 65 149  91 ...  24  26  26]
